Crash ID,County,Community,Primary Road,Intersecting Road,Date,Time,Type,Level,Crash Rpt.
11-238390,Hennepin,Minneapolis,Washington Av S,I-35W NB Ramp,2011/08/11,2130,Bicycle,Non-Incap. Injury (B),
11-239203,Hennepin,Minneapolis,1st Av S,Lake St E,2011/08/12,1538,Bicycle,Possible Injury (C),
11-239268,Hennepin,Minneapolis,Lyndale Av S,Groveland Av W,2011/08/12,1700,Bicycle,Possible Injury (C),
11-240469,Hennepin,Minneapolis,25th St E,Chicago Av S,2011/08/13,1734,Bicycle,Possible Injury (C),
11-243994,Hennepin,Minneapolis,Lyndale Av S,Groveland Av W,2011/08/16,1900,Bicycle,Non-Incap. Injury (B),
11-244846,Hennepin,Minneapolis,Franklin Av SE,Thornton St SE,2011/08/17,1420,Bicycle,Possible Injury (C),
11-248581,Hennepin,Minneapolis,Hennepin Av S,11th St S,2011/08/20,1330,Bicycle,Possible Injury (C),
11-249011,Hennepin,Minneapolis,Franklin Av E,21st Av S,2011/08/20,2142,Bicycle,Possible Injury (C),
11-250594,Hennepin,Minneapolis,Emerson Av N,West Broadway Av N,2011/08/22,1128,Bicycle,Non-Incap. Injury (B),
11-250952,Hennepin,Minneapolis,Dowling Av N,Fremont Av N,2011/08/22,1708,Bicycle,Possible Injury (C),
11-251138,Hennepin,Minneapolis,Lake St E,27th Av S,2011/08/22,2017,Bicycle,Possible Injury (C),
11-252482,Hennepin,Minneapolis,Lowry Av NE,Monroe St NE,2011/08/23,2040,Bicycle,Possible Injury (C),
11-252773,Hennepin,Minneapolis,Franklin Av E,Portland Av S,2011/08/23,40,Bicycle,Possible Injury (C),
11-252931,Hennepin,Minneapolis,26th Av N,Washington Av N,2011/08/24,716,Bicycle,Possible Injury (C),
11-253152,Hennepin,Minneapolis,12th St S,LaSalle Av S,2011/05/24,1140,Bicycle,Possible Injury (C),
11-253217,Hennepin,Minneapolis,8th Av NE,University Av NE,2011/08/24,1319,Bicycle,Property Damage Only,
11-254444,Hennepin,Minneapolis,University Av SE,Central Av SE,2011/08/25,1156,Bicycle,Possible Injury (C),
11-254839,Hennepin,Minneapolis,Dowling Av N,Lyndale Av N,2011/08/25,1807,Bicycle,Incap. Injury (A),
11-255002,Hennepin,Minneapolis,34th Av N,Fremont Av N,2011/08/25,2010,Bicycle,Possible Injury (C),
11-260363,Hennepin,Minneapolis,16th St E,Park Av S,2011/08/30,840,Bicycle,Possible Injury (C),
11-260668,Hennepin,Minneapolis,17th St E,3rd Av S,2011/08/30,1450,Bicycle,Non-Incap. Injury (B),
11-260743,Hennepin,Minneapolis,Upton Av N,Golden Valley Road N,2011/08/30,1557,Bicycle,Possible Injury (C),
11-260797,Hennepin,Minneapolis,Como Av SE,17th Av SE,2011/08/30,1655,Bicycle,Possible Injury (C),
11-261976,Hennepin,Minneapolis,10th Av SE,4th St SE,2011/08/31,1650,Bicycle,Possible Injury (C),
11-262858,Hennepin,Minneapolis,Bryant Av S,25th St W,2011/09/01,1045,Bicycle,Possible Injury (C),
11-262884,Hennepin,Minneapolis,Glenwood Av N,12th St N,2011/09/01,1110,Bicycle,Non-Incap. Injury (B),
11-262899,Hennepin,Minneapolis,42nd St E,Nicollet Av S,2011/09/01,1130,Bicycle,Non-Incap. Injury (B),
11-263363,Hennepin,Minneapolis,4th St SE,8th Av SE,2011/09/01,1930,Bicycle,Non-Incap. Injury (B),
11-264437,Hennepin,Minneapolis,Grant St W,LaSalle Av S,2011/09/02,1647,Bicycle,Non-Incap. Injury (B),
11-264548,Hennepin,Minneapolis,26th Av NE,Central Av NE,2011/09/02,1815,Bicycle,Possible Injury (C),
11-266494,Hennepin,Minneapolis,4th St SE,I-35W SB Ramp,2011/08/04,1052,Bicycle,Possible Injury (C),
11-268073,Hennepin,Minneapolis,1st Av N,6th St N,2011/09/05,2030,Bicycle,Property Damage Only,
11-270106,Hennepin,Minneapolis,31st St E,Portland Av S,2011/09/07,1900,Bicycle,Non-Incap. Injury (B),
11-271490,Hennepin,Minneapolis,46th St E,42nd Av S,2011/09/08,2100,Bicycle,Possible Injury (C),
11-272482,Hennepin,Minneapolis,31st St E,Chicago Av S,2011/09/09,1745,Bicycle,Possible Injury (C),
11-273851,Hennepin,Minneapolis,1st Av NE,5th St NE,2011/09/10,1809,Bicycle,Possible Injury (C),
11-274822,Hennepin,Minneapolis,Minnehaha Av S,Minnehaha Pkwy E,2011/09/11,1420,Bicycle,Possible Injury (C),
11-274862,Hennepin,Minneapolis,26th St W,Emerson Av S,2011/09/11,1513,Bicycle,Possible Injury (C),
11-275828,Hennepin,Minneapolis,Hiawatha Av S,26th St E,2011/09/12,1510,Bicycle,Non-Incap. Injury (B),
11-275890,Hennepin,Minneapolis,26th St E,Bloomington Av S,2011/09/12,1616,Bicycle,Possible Injury (C),
11-275954,Hennepin,Minneapolis,University Av SE,10th Av SE,2011/09/12,1725,Bicycle,Property Damage Only,
11-276157,Hennepin,Minneapolis,Oakland Av S,28th St E,2011/09/12,2000,Bicycle,Possible Injury (C),
11-278997,Hennepin,Minneapolis,Lyndale Av N,18th Av N,2011/09/15,1345,Bicycle,Property Damage Only,
11-280134,Hennepin,Minneapolis,LaSalle Av S,11th St S,2011/09/16,1347,Bicycle,Possible Injury (C),
11-280260,Hennepin,Minneapolis,Broadway St NE,Quincy St NE,2011/09/15,2015,Bicycle,Possible Injury (C),
11-280320,Hennepin,Minneapolis,26th St E,Nicollet Av S,2011/09/16,1620,Bicycle,Possible Injury (C),
11-280385,Hennepin,Minneapolis,17th Av S,27th St E,2011/09/16,1729,Bicycle,Possible Injury (C),
11-280954,Hennepin,Minneapolis,Cedar Av S,MN-55 EB Ramp,2011/09/17,153,Bicycle,Incap. Injury (A),
11-280984,Hennepin,Minneapolis,Park Av S,Washington Av S,2011/09/16,210,Bicycle,Non-Incap. Injury (B),
11-281405,Hennepin,Minneapolis,Washington Av N,West Broadway Av N,2011/09/17,1422,Bicycle,Possible Injury (C),
11-282299,Hennepin,Minneapolis,Portland Av S,2nd St S,2011/09/09,1420,Bicycle,Possible Injury (C),
11-283368,Hennepin,Minneapolis,4th St SE,10th Av SE,2011/09/19,1435,Bicycle,Possible Injury (C),
11-284689,Hennepin,Minneapolis,Lyndale Av S,24th St W,2011/09/20,1724,Bicycle,Possible Injury (C),
11-284878,Hennepin,Minneapolis,Chicago Av S,24th St E,2011/09/20,2015,Bicycle,Possible Injury (C),
11-285156,Hennepin,Minneapolis,Hennepin Av S,Franklin Av W,2011/09/20,2230,Bicycle,Possible Injury (C),
11-285440,Hennepin,Minneapolis,Nicollet Av S,18th St E,2011/09/21,1000,Bicycle,Possible Injury (C),
11-285682,Hennepin,Minneapolis,Portland Av S,Grant St E,2011/09/21,1515,Bicycle,Non-Incap. Injury (B),
11-286868,Hennepin,Minneapolis,LaSalle Av S,11th St S,2011/09/22,1656,Bicycle,Possible Injury (C),
11-287920,Hennepin,Minneapolis,18th Av N,Fremont Av N,2011/09/23,1618,Bicycle,Possible Injury (C),
11-288189,Hennepin,Minneapolis,Cedar Av S,E.M. Stately St E,2011/09/23,2054,Bicycle,Possible Injury (C),
11-289208,Hennepin,Minneapolis,Hennepin Av E,Johnson St NE,2011/09/24,1820,Bicycle,Possible Injury (C),
11-289230,Hennepin,Minneapolis,Grant St W,Willow St S,2011/09/24,1838,Bicycle,Possible Injury (C),
11-290823,Hennepin,Minneapolis,Franklin Av W,Lyndale Av S,2011/09/26,1106,Bicycle,Possible Injury (C),
11-292208,Hennepin,Minneapolis,Spruce Place S,Grant St W,2011/09/27,1645,Bicycle,Possible Injury (C),
11-292823,Hennepin,Minneapolis,Bloomington Av S,25th St E,2011/09/27,742,Bicycle,Possible Injury (C),
11-293323,Hennepin,Minneapolis,Portland Av S,Minnehaha Pkwy E,2011/09/28,1540,Bicycle,Possible Injury (C),
11-293428,Hennepin,Minneapolis,Hennepin Av S,Washington Av S,2011/09/28,1712,Bicycle,Property Damage Only,
11-293819,Hennepin,Minneapolis,6th St N,Hennepin Av S,2011/09/28,2300,Bicycle,Possible Injury (C),
11-293994,Hennepin,Minneapolis,Lyndale Av S,22nd St W,2011/09/29,227,Bicycle,Non-Incap. Injury (B),
11-295446,Hennepin,Minneapolis,28th St E,10th Av S,2011/09/30,1100,Bicycle,Possible Injury (C),
11-296628,Hennepin,Minneapolis,Lyndale Av S,27th St W,2011/10/01,1100,Bicycle,Property Damage Only,
11-297016,Hennepin,Minneapolis,31st St W,Grand Av S,2011/10/01,2032,Bicycle,Possible Injury (C),
11-297639,Hennepin,Minneapolis,Dupont Av S,25th St W,2011/10/02,1239,Bicycle,Possible Injury (C),
11-297752,Hennepin,Minneapolis,37th St E,19th Av S,2011/10/02,1525,Bicycle,Possible Injury (C),
11-299478,Hennepin,Minneapolis,6th Av SE,4th St SE,2011/10/04,855,Bicycle,Possible Injury (C),
11-299915,Hennepin,Minneapolis,Washington Av N,21st Av N,2011/10/04,1515,Bicycle,Possible Injury (C),
11-300000,Hennepin,Minneapolis,Elliot Av S,38th St E,2011/10/04,1710,Bicycle,Possible Injury (C),
11-300132,Hennepin,Minneapolis,28th St W,Pleasant Av S,2011/10/04,1902,Bicycle,Possible Injury (C),
11-300694,Hennepin,Minneapolis,Glenwood Av N,East Lyndale Av N,2011/10/05,905,Bicycle,Non-Incap. Injury (B),
11-301155,Hennepin,Minneapolis,Portland Av S,2nd St S,2011/10/05,1740,Bicycle,Possible Injury (C),
11-301230,Hennepin,Minneapolis,2nd Av S,8th St S,2011/10/05,1830,Bicycle,Possible Injury (C),
11-301824,Hennepin,Minneapolis,2nd Av S,11th St S,2011/10/06,738,Bicycle,Possible Injury (C),
11-302123,Hennepin,Minneapolis,2nd St NE,17th Av NE,2011/10/06,1335,Bicycle,Non-Incap. Injury (B),
11-303867,Hennepin,Minneapolis,28th St E,Stevens Av S,2011/10/07,2030,Bicycle,Non-Incap. Injury (B),
11-306960,Hennepin,Minneapolis,5th St SE,14th Av SE,2011/10/10,1315,Bicycle,Possible Injury (C),
11-307137,Hennepin,Minneapolis,Bloomington Av S,26th St E,2011/10/10,1700,Bicycle,Possible Injury (C),
11-307228,Hennepin,Minneapolis,Franklin Av W,Pleasant Av S,2011/10/10,1841,Bicycle,Possible Injury (C),
11-307457,Hennepin,Minneapolis,Chicago Av S,27th St E,2011/10/10,2243,Bicycle,Non-Incap. Injury (B),
11-308862,Hennepin,Minneapolis,West Lyndale Av N,Olson Memorial Hwy N,2011/10/12,850,Bicycle,Possible Injury (C),
11-309486,Hennepin,Minneapolis,13th Av S,31st St E,2011/10/12,2043,Bicycle,Non-Incap. Injury (B),
11-310451,Hennepin,Minneapolis,39th St E,43rd Av S,2011/10/13,1800,Bicycle,Non-Incap. Injury (B),
11-312406,Hennepin,Minneapolis,University Av SE,17th Av SE,2011/10/14,2130,Bicycle,Property Damage Only,
11-313526,Hennepin,Minneapolis,17th Av N,Fremont Av N,2011/10/16,1035,Bicycle,Property Damage Only,
11-314163,Hennepin,Minneapolis,Cedar Av S,Lake St E,2011/10/17,720,Bicycle,Possible Injury (C),
11-314597,Hennepin,Minneapolis,Hennepin Av S,1st St S,2011/10/17,1543,Bicycle,Possible Injury (C),
11-316225,Hennepin,Minneapolis,35th St E,Chicago Av S,2011/10/19,826,Bicycle,Possible Injury (C),
11-316607,Hennepin,Minneapolis,7th St S,2nd Av S,2011/10/19,1657,Bicycle,Property Damage Only,
11-317666,Hennepin,Minneapolis,2nd St S,3rd Av S,2011/10/19,100,Bicycle,Non-Incap. Injury (B),
11-318641,Hennepin,Minneapolis,42nd Av N,Fremont Av N,2011/10/21,1628,Bicycle,Property Damage Only,
11-319669,Hennepin,Minneapolis,18th St E,Park Av S,2011/10/22,900,Bicycle,Property Damage Only,
11-320484,Hennepin,Minneapolis,Lyndale Av S,Franklin Av W,2011/10/23,201,Bicycle,Non-Incap. Injury (B),
11-322048,Hennepin,Minneapolis,Industrial Blvd NE,Hennepin Av E,2011/10/24,1800,Bicycle,Possible Injury (C),
11-326457,Hennepin,Minneapolis,Lowry Av NE,6th St NE,2011/10/28,1549,Bicycle,Non-Incap. Injury (B),
11-326463,Hennepin,Minneapolis,Nicollet Av S,44th St E,2011/10/28,1545,Bicycle,Possible Injury (C),
11-326763,Hennepin,Minneapolis,Lake St W,Lyndale Av S,2011/10/28,2050,Bicycle,Non-Incap. Injury (B),
11-327413,Hennepin,Minneapolis,Chicago Av S,Lake St E,2011/10/29,1033,Bicycle,Possible Injury (C),
11-328747,Hennepin,Minneapolis,Washington Av S,2nd Av S,2011/10/30,1520,Bicycle,Possible Injury (C),
11-332979,Hennepin,Minneapolis,20th Av S,Franklin Av E,2011/11/03,1840,Bicycle,Possible Injury (C),
11-341713,Hennepin,Minneapolis,West River Pkwy S,Franklin Av E,2011/11/12,1050,Bicycle,Fatalities,
11-342010,Hennepin,Minneapolis,36th St E,Columbus Av S,2011/11/12,1720,Bicycle,Possible Injury (C),
11-344682,Hennepin,Minneapolis,27th Av S,Lake St E,2011/11/15,1315,Bicycle,Possible Injury (C),
11-344825,Hennepin,Minneapolis,MN-55 WB Ramp,Cedar Av S,2011/11/15,1535,Bicycle,Possible Injury (C),
11-345590,Hennepin,Minneapolis,36th St E,Bloomington Av S,2011/11/16,845,Bicycle,Possible Injury (C),
11-345619,Hennepin,Minneapolis,Chicago Av S,Franklin Av E,2011/11/16,1000,Bicycle,Possible Injury (C),
11-346101,Hennepin,Minneapolis,Franklin Av E,Portland Av S,2011/11/16,1828,Bicycle,Possible Injury (C),
11-347024,Hennepin,Minneapolis,Cedar Av S,28th St E,2011/11/17,1708,Bicycle,Property Damage Only,
11-347084,Hennepin,Minneapolis,Franklin Av E,21st Av S,2011/11/17,1750,Bicycle,Property Damage Only,
11-347093,Hennepin,Minneapolis,35th St W,Bryant Av S,2011/11/17,1815,Bicycle,Property Damage Only,
11-347111,Hennepin,Minneapolis,Cedar Av S,26th St E,2011/11/17,1820,Bicycle,Possible Injury (C),
11-350717,Hennepin,Minneapolis,Lake St E,16th Av S,2011/11/21,1725,Bicycle,Non-Incap. Injury (B),
11-351521,Hennepin,Minneapolis,Nicollet Av S,Cecil Newman Lane E,2011/11/22,1530,Bicycle,Possible Injury (C),
11-359930,Hennepin,Minneapolis,38th St E,Stevens Av S,2011/12/01,1909,Bicycle,Non-Incap. Injury (B),
11-363482,Hennepin,Minneapolis,Lake St E,Cedar Av S,2011/12/05,1756,Bicycle,Possible Injury (C),
11-364676,Hennepin,Minneapolis,38th St E,27th Av S,2011/12/07,820,Bicycle,Possible Injury (C),
11-364850,Hennepin,Minneapolis,Cedar Av S,CSAH-122 EB Ramp,2011/12/07,1250,Bicycle,Possible Injury (C),
11-365829,Hennepin,Minneapolis,51st St E,34th Av S,2011/12/08,1500,Bicycle,Property Damage Only,
11-370913,Hennepin,Minneapolis,3rd Av S,Franklin Av E,2011/12/13,2215,Bicycle,Property Damage Only,
11-371567,Hennepin,Minneapolis,Park Av S,17th St E,2011/12/14,1750,Bicycle,Possible Injury (C),
11-372481,Hennepin,Minneapolis,8th Av SE,4th St SE,2011/12/15,1930,Bicycle,Possible Injury (C),
11-373292,Hennepin,Minneapolis,Bryant Av S,Lake St W,2011/12/16,1730,Bicycle,Possible Injury (C),
11-378295,Hennepin,Minneapolis,27th St W,Harriet Av S,2011/12/21,1900,Bicycle,Possible Injury (C),
11-385527,Hennepin,Minneapolis,Lake St E,Minnehaha Av S,2011/12/29,1800,Bicycle,Possible Injury (C),
11-386560,Hennepin,Minneapolis,46th Av S,46th St E,2011/12/30,1710,Bicycle,Possible Injury (C),
11-387647,Hennepin,Minneapolis,Washington Av S,Park Av S,2011/12/31,1656,Bicycle,Non-Incap. Injury (B),
12-005708,Hennepin,Minneapolis,Blaisdell Av S,Lake St W,2012/01/06,1755,Bicycle,Possible Injury (C),
12-006657,Hennepin,Minneapolis,Pleasant Av S,Lake St W,2012/01/07,1744,Bicycle,Possible Injury (C),
12-007297,Hennepin,Minneapolis,Park Av S,32nd St E,2012/01/08,1011,Bicycle,Property Damage Only,
12-022552,Hennepin,Minneapolis,26th St E,Nicollet Av S,2012/01/24,1320,Bicycle,Non-Incap. Injury (B),
12-023829,Hennepin,Minneapolis,Riverside Av S,25th Av S,2012/01/25,1627,Bicycle,Possible Injury (C),
12-029023,Hennepin,Minneapolis,France Av S,South Wayzata Blvd W,2012/01/30,1915,Bicycle,Possible Injury (C),
12-031020,Hennepin,Minneapolis,Lake St E,Stevens Av S,2012/02/01,1843,Bicycle,Possible Injury (C),
12-034221,Hennepin,Minneapolis,Lake St E,21st Av S,2012/02/04,1525,Bicycle,Incap. Injury (A),
12-035225,Hennepin,Minneapolis,Park Av S,38th St E,2012/02/05,1657,Bicycle,Possible Injury (C),
12-038111,Hennepin,Minneapolis,25th St E,14th Av S,2012/02/08,1735,Bicycle,Property Damage Only,
12-040158,Hennepin,Minneapolis,52nd St E,Chicago Av S,2012/02/10,1525,Bicycle,Possible Injury (C),
12-044517,Hennepin,Minneapolis,5th Av N,5th St N,2012/02/15,840,Bicycle,Possible Injury (C),
12-045478,Hennepin,Minneapolis,36th St E,Chicago Av S,2012/02/16,210,Bicycle,Possible Injury (C),
12-057366,Hennepin,Minneapolis,21st Av S,Lake St E,2012/02/27,1405,Bicycle,Property Damage Only,
12-057548,Hennepin,Minneapolis,Franklin Av E,27th Av S,2012/02/27,1739,Bicycle,Possible Injury (C),
12-058316,Hennepin,Minneapolis,55th St E,12th Av S,2012/02/28,750,Bicycle,Possible Injury (C),
12-068890,Hennepin,Minneapolis,Groveland Av W,LaSalle Av S,2012/03/09,1720,Bicycle,Possible Injury (C),
12-069068,Hennepin,Minneapolis,Bloomington Av S,25th St E,2012/03/09,2035,Bicycle,Non-Incap. Injury (B),
12-070025,Hennepin,Minneapolis,Nicollet Av S,Grant St E,2012/03/10,1820,Bicycle,Possible Injury (C),
12-077086,Hennepin,Minneapolis,26th St W,Grand Av S,2012/03/16,1315,Bicycle,Non-Incap. Injury (B),
12-077480,Hennepin,Minneapolis,Bloomington Av S,22nd St E,2012/03/16,1925,Bicycle,Possible Injury (C),
12-083803,Hennepin,Minneapolis,Hennepin Av S,27th St W,2012/03/21,1720,Bicycle,Non-Incap. Injury (B),
12-085808,Hennepin,Minneapolis,Central Av NE,18th Av NE,2012/03/23,907,Bicycle,Non-Incap. Injury (B),
12-088480,Hennepin,Minneapolis,26th St W,Garfield Av S,2012/03/25,225,Bicycle,Possible Injury (C),
12-089977,Hennepin,Minneapolis,Franklin Av E,Park Av S,2012/03/26,1615,Bicycle,Non-Incap. Injury (B),
12-092357,Hennepin,Minneapolis,Elliot Av S,24th St E,2012/03/28,1656,Bicycle,Possible Injury (C),
12-092489,Hennepin,Minneapolis,University Av SE,10th Av SE,2012/03/28,1841,Bicycle,Incap. Injury (A),
12-093606,Hennepin,Minneapolis,60th St W,Oliver Av S,2012/03/29,1625,Bicycle,Possible Injury (C),
12-095345,Hennepin,Minneapolis,1st Av N,5th St N,2012/03/31,9,Bicycle,Property Damage Only,
12-096869,Hennepin,Minneapolis,Central Av NE,Columbia Pkwy NE,2012/04/01,842,Bicycle,Possible Injury (C),
12-098709,Hennepin,Minneapolis,Hennepin Av S,7th St S,2012/04/03,129,Bicycle,Non-Incap. Injury (B),
12-099264,Hennepin,Minneapolis,50th St W,Chowen Av S,2012/04/03,1505,Bicycle,Non-Incap. Injury (B),
12-100999,Hennepin,Minneapolis,Broadway St NE,Monroe St NE,2012/04/04,2218,Bicycle,Non-Incap. Injury (B),
12-104060,Hennepin,Minneapolis,Nicollet Mall S,Grant St W,2012/04/07,1600,Bicycle,Property Damage Only,
12-105580,Hennepin,Minneapolis,Cedar Av S,47th St E,2012/04/09,845,Bicycle,Possible Injury (C),
12-107117,Hennepin,Minneapolis,15th Av S,Franklin Av E,2012/04/10,1752,Bicycle,Possible Injury (C),
12-109071,Hennepin,Minneapolis,Golden Valley Road N,Xerxes Av N,2012/04/12,1445,Bicycle,Possible Injury (C),
12-109949,Hennepin,Minneapolis,30th Av S,29th St E,2012/04/13,1118,Bicycle,Non-Incap. Injury (B),
12-115593,Hennepin,Minneapolis,10th Av N,5th St N,2012/04/18,1347,Bicycle,Possible Injury (C),
12-115851,Hennepin,Minneapolis,46th St E,Nicollet Av S,2012/04/18,1745,Bicycle,Possible Injury (C),
12-116632,Hennepin,Minneapolis,Lake St W,Garfield Av S,2012/04/19,1015,Bicycle,Possible Injury (C),
12-118370,Hennepin,Minneapolis,26th St E,18th Av S,2012/04/20,1746,Bicycle,Possible Injury (C),
12-120321,Hennepin,Minneapolis,Lowry Av NE,University Av NE,2012/04/22,821,Bicycle,Possible Injury (C),
12-120327,Hennepin,Minneapolis,Hennepin Av S,34th St W,2012/04/22,831,Bicycle,Non-Incap. Injury (B),
12-121231,Hennepin,Minneapolis,1st Av NE,DeLaSalle Drive SE,2012/04/23,816,Bicycle,Possible Injury (C),
12-121714,Hennepin,Minneapolis,34th St E,32nd Av S,2012/04/23,1745,Bicycle,Possible Injury (C),
12-121720,Hennepin,Minneapolis,Oak Grove St W,LaSalle Av S,2012/04/23,1500,Bicycle,Possible Injury (C),
12-121763,Hennepin,Minneapolis,28th St W,Pillsbury Av S,2012/04/23,1830,Bicycle,Property Damage Only,
12-122874,Hennepin,Minneapolis,38th St W,Nicollet Av S,2012/04/24,1647,Bicycle,Non-Incap. Injury (B),
12-122998,Hennepin,Minneapolis,4th St SE,10th Av SE,2012/04/24,1815,Bicycle,Property Damage Only,
12-123424,Hennepin,Minneapolis,Cedar Av S,6th St S,2012/04/25,300,Bicycle,Non-Incap. Injury (B),
12-124832,Hennepin,Minneapolis,Portland Av S,Minnehaha Pkwy E,2012/04/26,844,Bicycle,Possible Injury (C),
12-124882,Hennepin,Minneapolis,32nd Av S,25th St E,2012/04/26,945,Bicycle,Possible Injury (C),
12-125254,Hennepin,Minneapolis,Chicago Av S,25th St E,2012/04/26,1700,Bicycle,Possible Injury (C),
12-126748,Hennepin,Minneapolis,Franklin Av W,Lyndale Av S,2012/04/27,2245,Bicycle,Non-Incap. Injury (B),
12-127514,Hennepin,Minneapolis,Oakland Av S,22nd St E,2012/04/28,1900,Bicycle,Property Damage Only,
12-131186,Hennepin,Minneapolis,Hennepin Av S,25th St W,2012/05/02,905,Bicycle,Possible Injury (C),
12-131829,Hennepin,Minneapolis,Hiawatha Av S,38th St E,2012/05/02,1910,Bicycle,Property Damage Only,
12-134697,Hennepin,Minneapolis,Irving Av S,The Mall Pkwy W,2012/05/04,2330,Bicycle,Possible Injury (C),
12-134872,Hennepin,Minneapolis,Blaisdell Av S,22nd St W,2012/05/05,142,Bicycle,Possible Injury (C),
12-136592,Hennepin,Minneapolis,Longfellow Av S,Lake St E,2012/05/06,1652,Bicycle,Possible Injury (C),
12-137277,Hennepin,Minneapolis,Hennepin Av S,7th St S,2012/05/07,1011,Bicycle,Possible Injury (C),
12-138411,Hennepin,Minneapolis,Franklin Av E,11th Av S,2012/05/08,1000,Bicycle,Non-Incap. Injury (B),
12-139975,Hennepin,Minneapolis,Hiawatha Av S,28th St E,2012/05/09,1850,Bicycle,Possible Injury (C),
12-140122,Hennepin,Minneapolis,54th St E,46th Av S,2012/05/09,2210,Bicycle,Possible Injury (C),
12-140843,Hennepin,Minneapolis,Bryant Av S,22nd St W,2012/05/10,1345,Bicycle,Possible Injury (C),
12-141319,Hennepin,Minneapolis,15th St E,Nicollet Av S,2012/05/10,2127,Bicycle,Non-Incap. Injury (B),
12-147003,Hennepin,Minneapolis,Colfax Av N,40th Av N,2012/05/15,1949,Bicycle,Non-Incap. Injury (B),
12-148753,Hennepin,Minneapolis,8th St S,Chicago Av S,2012/05/17,826,Bicycle,Possible Injury (C),
12-149542,Hennepin,Minneapolis,26th St E,Bloomington Av S,2012/05/17,2128,Bicycle,Possible Injury (C),
12-150675,Hennepin,Minneapolis,27th Av N,Russell Av N,2012/05/18,2015,Bicycle,Possible Injury (C),
12-151594,Hennepin,Minneapolis,West Broadway Av N,Washington Av N,2012/05/19,1259,Bicycle,Possible Injury (C),
12-151599,Hennepin,Minneapolis,Humboldt Av S,Lagoon Av W,2012/05/19,1258,Bicycle,Property Damage Only,
12-151675,Hennepin,Minneapolis,29th St W,Blaisdell Av S,2012/05/19,1428,Bicycle,Non-Incap. Injury (B),
12-153824,Hennepin,Minneapolis,4th Av S,4th St S,2012/05/21,1542,Bicycle,Possible Injury (C),
12-156344,Hennepin,Minneapolis,Lake St E,Snelling Av S,2012/05/23,1748,Bicycle,Possible Injury (C),
12-158460,Hennepin,Minneapolis,Washburn Av S,50th St W,2012/05/25,1618,Bicycle,Non-Incap. Injury (B),
12-160027,Hennepin,Minneapolis,University Av SE,5th Av SE,2012/05/26,2000,Bicycle,Possible Injury (C),
12-162030,Hennepin,Minneapolis,Girard Av N,18th Av N,2012/05/28,1800,Bicycle,Property Damage Only,
12-162664,Hennepin,Minneapolis,36th St W,Hennepin Av S,2012/05/29,755,Bicycle,Possible Injury (C),
12-162973,Hennepin,Minneapolis,Hennepin Av S,Groveland Av W,2012/05/29,2000,Bicycle,Non-Incap. Injury (B),
12-163241,Hennepin,Minneapolis,Minnehaha Av S,Nawadaha Blvd E,2012/05/29,1700,Bicycle,Possible Injury (C),
12-165739,Hennepin,Minneapolis,Franklin Av E,Minnehaha Av S,2012/05/31,2245,Bicycle,Possible Injury (C),
12-166446,Hennepin,Minneapolis,Chicago Av S,Franklin Av E,2012/06/01,1711,Bicycle,Possible Injury (C),
12-166612,Hennepin,Minneapolis,Lake St W,Bryant Av S,2012/06/01,1940,Bicycle,Possible Injury (C),
12-167397,Hennepin,Minneapolis,36th St E,26th Av S,2012/06/02,1115,Bicycle,Property Damage Only,
12-167961,Hennepin,Minneapolis,3rd Av S,Washington Av S,2012/06/02,2042,Bicycle,Possible Injury (C),
12-168152,Hennepin,Minneapolis,Washington Av N,1st Av N,2012/06/02,2300,Bicycle,Non-Incap. Injury (B),
12-168606,Hennepin,Minneapolis,William Berry Pkwy S,Richfield Road S,2012/06/03,930,Bicycle,Possible Injury (C),
12-169073,Hennepin,Minneapolis,Lake St E,Cedar Av S,2012/06/03,1920,Bicycle,Property Damage Only,
12-169570,Hennepin,Minneapolis,East River Pkwy SE,Oak St SE,2012/06/04,953,Bicycle,Possible Injury (C),
12-169792,Hennepin,Minneapolis,New Brighton Blvd NE,19th Av NE,2012/06/04,1314,Bicycle,Property Damage Only,
12-170023,Hennepin,Minneapolis,10th Av S,29th St E,2012/06/04,1700,Bicycle,Possible Injury (C),
12-171368,Hennepin,Minneapolis,Hennepin Av S,Colfax Av S,2012/06/05,1900,Bicycle,Non-Incap. Injury (B),
12-172223,Hennepin,Minneapolis,Lake St E,2nd Av S,2012/06/06,1200,Bicycle,Possible Injury (C),
12-173381,Hennepin,Minneapolis,21st Av S,Lake St E,2012/06/07,1050,Bicycle,Possible Injury (C),
12-173639,Hennepin,Minneapolis,27th St E,15th Av S,2012/06/07,1510,Bicycle,Possible Injury (C),
12-176150,Hennepin,Minneapolis,Nicollet Av S,14th St E,2012/06/09,1315,Bicycle,Possible Injury (C),
12-178236,Hennepin,Minneapolis,Chicago Av S,Lake St E,2012/06/11,837,Bicycle,Possible Injury (C),
12-179456,Hennepin,Minneapolis,East Lake of the Isles Pkwy S,East Lake Calhoun Pkwy S,2012/06/12,855,Bicycle,Possible Injury (C),
12-180085,Hennepin,Minneapolis,9th St S,Nicollet Mall S,2012/06/12,1930,Bicycle,Property Damage Only,
12-182026,Hennepin,Minneapolis,26th Av NE,Polk St NE,2012/06/14,945,Bicycle,Incap. Injury (A),
12-183293,Hennepin,Minneapolis,Nicollet Av S,47th St E,2012/06/15,1155,Bicycle,Possible Injury (C),
