Crash ID,County,Community,Primary Road,Intersecting Road,Date,Time,Type,Level,Crash Rpt.,lat,long
11-217581,Hennepin,Minneapolis,15th Av S,Lake St E,7/25/11,1444,Bicycle,Non-Incap. Injury (B),,44.9483716,-93.2537738
12-107117,Hennepin,Minneapolis,15th Av S,Franklin Av E,4/10/12,1752,Bicycle,Possible Injury (C),,44.9627322,-93.2539634
00-265546,Hennepin,Minneapolis,15th Av SE,University Av SE,8/28/00,145,Bicycle,Possible Injury (C),,44.9789636,-93.2351825
00-353704,Hennepin,Minneapolis,15th Av SE,University Av SE,11/15/00,2000,Bicycle,Possible Injury (C),,44.9789636,-93.2351825
02-166417,Hennepin,Minneapolis,15th Av SE,Como Av SE,6/20/02,1400,Bicycle,Possible Injury (C),,44.9878408,-93.2303796
06-211174,Hennepin,Minneapolis,15th Av SE,University Av SE,7/28/06,1740,Bicycle,Non-Incap. Injury (B),,44.9789636,-93.2351825
09-167781,Hennepin,Minneapolis,15th Av SE,5th St SE,6/3/09,2159,Bicycle,Non-Incap. Injury (B),,44.9809193,-93.2336037
09-200637,Hennepin,Minneapolis,15th Av SE,5th St SE,6/30/09,2133,Bicycle,Possible Injury (C),,44.9809193,-93.2336037
09-327171,Hennepin,Minneapolis,15th Av SE,Brook Av SE,10/19/09,1443,Bicycle,Non-Incap. Injury (B),,44.986584,-93.2303756
09-353540,Hennepin,Minneapolis,15th Av SE,8th St SE,11/16/09,950,Bicycle,Possible Injury (C),,44.9838574,-93.2312858
10-066222,Hennepin,Minneapolis,15th Av SE,4th St SE,3/10/10,1859,Bicycle,Property Damage Only,,44.979934,-93.2344102
10-278803,Hennepin,Minneapolis,15th Av SE,Como Av SE,9/11/10,215,Bicycle,Non-Incap. Injury (B),,44.9878408,-93.2303796
12-317080,Hennepin,Minneapolis,15th Av SE,5th St SE,10/7/12,2220,Bicycle,Possible Injury (C),,44.9809193,-93.2336037
13-168375,Hennepin,Minneapolis,15th Av SE,5th St SE,5/30/13,1805,Bicycle,Possible Injury (C),,44.9809193,-93.2336037
13-240861,Hennepin,Minneapolis,15th Av SE,7th St SE,7/26/13,15,Bicycle,Possible Injury (C),,44.9828908,-93.2320718
13-272555,Hennepin,Minneapolis,15th Av SE,5th St SE,8/20/13,243,Bicycle,Possible Injury (C),,44.9809193,-93.2336037
13-280292,Hennepin,Minneapolis,15th Av SE,5th St SE,8/26/13,830,Bicycle,Possible Injury (C),,44.9809193,-93.2336037
13-290755,Hennepin,Minneapolis,15th Av SE,6th St SE,9/3/13,1733,Bicycle,Non-Incap. Injury (B),,44.9819289,-93.2328165
14-319328,Hennepin,Minneapolis,15th Av SE,5th St SE,9/8/14,632,Bicycle,Non-Incap. Injury (B),,44.9809193,-93.2336037
00-135763,Hennepin,Minneapolis,15th St E,Portland Av S,5/9/00,1610,Bicycle,Possible Injury (C),,44.9680565,-93.2676608
06-174043,Hennepin,Minneapolis,15th St E,Portland Av S,6/26/06,2040,Bicycle,Property Damage Only,,44.9680565,-93.2676608
07-066916,Hennepin,Minneapolis,15th St E,11th Av S,3/21/07,1740,Bicycle,Possible Injury (C),,44.9679983,-93.2581775
10-217208,Hennepin,Minneapolis,15th St E,Elliot Av S,7/21/10,1305,Bicycle,Possible Injury (C),,44.9679974,-93.2610594
12-141319,Hennepin,Minneapolis,15th St E,Nicollet Av S,5/10/12,2127,Bicycle,Non-Incap. Injury (B),,44.9677224,-93.27781
12-242751,Hennepin,Minneapolis,15th St E,Park Av S,8/3/12,2135,Bicycle,Possible Injury (C),,44.9680602,-93.2650882
00-103252,Hennepin,Minneapolis,15th St W,Nicollet Av S,4/10/00,2230,Bicycle,Property Damage Only,,44.9677224,-93.27781
00-167300,Hennepin,Minneapolis,15th St W,Spruce Place S,6/6/00,1630,Bicycle,Possible Injury (C),,44.9677238,-93.2808443
00-261284,Hennepin,Minneapolis,15th St W,Willow St S,8/24/00,1620,Bicycle,Property Damage Only,,44.9677286,-93.2818485
01-338029,Hennepin,Minneapolis,15th St W,Nicollet Av S,11/20/01,1230,Bicycle,Possible Injury (C),,44.9677224,-93.27781
02-196467,Hennepin,Minneapolis,15th St W,Nicollet Av S,7/17/02,1650,Bicycle,Possible Injury (C),,44.9677224,-93.27781
03-192704,Hennepin,Minneapolis,15th St W,Oak Grove St W,7/23/03,2238,Bicycle,Possible Injury (C),,44.9684461,-93.2860225
03-286021,Hennepin,Minneapolis,15th St W,LaSalle Av S,10/22/03,1135,Bicycle,Possible Injury (C),,44.967717,-93.2793358
05-084878,Hennepin,Minneapolis,15th St W,LaSalle Av S,4/7/05,1321,Bicycle,Non-Incap. Injury (B),,44.967717,-93.2793358
05-186743,Hennepin,Minneapolis,15th St W,Oak Grove St W,7/12/05,730,Bicycle,Non-Incap. Injury (B),,44.9684461,-93.2860225
06-335716,Hennepin,Minneapolis,15th St W,Nicollet Av S,11/28/06,1207,Bicycle,Possible Injury (C),,44.9677224,-93.27781
07-142303,Hennepin,Minneapolis,15th St W,Hennepin Av S,5/4/07,2145,Bicycle,Possible Injury (C),,44.991464,-93.230774
07-176367,Hennepin,Minneapolis,15th St W,LaSalle Av S,6/1/07,1745,Bicycle,Non-Incap. Injury (B),,44.967717,-93.2793358
07-266612,Hennepin,Minneapolis,15th St W,LaSalle Av S,8/11/07,1450,Bicycle,Possible Injury (C),,44.967717,-93.2793358
07-296072,Hennepin,Minneapolis,15th St W,Willow St S,9/4/07,2100,Bicycle,Non-Incap. Injury (B),,44.9677286,-93.2818485
09-208132,Hennepin,Minneapolis,15th St W,Oak Grove St W,7/7/09,4,Bicycle,Possible Injury (C),,44.9684461,-93.2860225
09-234153,Hennepin,Minneapolis,15th St W,Oak Grove St W,7/27/09,1945,Bicycle,Possible Injury (C),,44.9684461,-93.2860225
12-188256,Hennepin,Minneapolis,15th St W,LaSalle Av S,6/19/12,1740,Bicycle,Non-Incap. Injury (B),,44.967717,-93.2793358
12-231790,Hennepin,Minneapolis,15th St W,Willow St S,7/25/12,2200,Bicycle,Possible Injury (C),,44.9677286,-93.2818485
12-334194,Hennepin,Minneapolis,15th St W,Nicollet Av S,10/23/12,1803,Bicycle,Non-Incap. Injury (B),,44.9677224,-93.27781
13-191831,Hennepin,Minneapolis,15th St W,Oak Grove St W,6/18/13,220,Bicycle,Incap. Injury (A),,44.9684461,-93.2860225
14-114078,Hennepin,Minneapolis,15th St W,Nicollet Av S,4/9/14,1700,Bicycle,Possible Injury (C),,44.9677224,-93.27781
14-205962,Hennepin,Minneapolis,15th St W,Hennepin Av S,6/17/14,1527,Bicycle,Possible Injury (C),,44.991464,-93.230774
00-273395,Hennepin,Minneapolis,16th Av N,Emerson Av N,9/3/00,1800,Bicycle,Property Damage Only,,44.995239,-93.294113
00-284088,Hennepin,Minneapolis,16th Av N,Vincent Av N,9/12/00,1858,Bicycle,Possible Injury (C),,44.9951843,-93.3159066
01-167547,Hennepin,Minneapolis,16th Av N,Xerxes Av N,6/19/01,2013,Bicycle,Possible Injury (C),,44.9952016,-93.3184488
02-164359,Hennepin,Minneapolis,16th Av N,Washburn Av N,6/18/02,1720,Bicycle,Possible Injury (C),,44.9951955,-93.3171956
02-195499,Hennepin,Minneapolis,16th Av N,Irving Av N,7/16/02,2003,Bicycle,Possible Injury (C),,44.995209,-93.299438
04-241291,Hennepin,Minneapolis,16th Av N,Russell Av N,9/13/04,1603,Bicycle,Incap. Injury (A),,44.9951509,-93.3107847
06-094302,Hennepin,Minneapolis,16th Av N,Fremont Av N,4/14/06,1330,Bicycle,Property Damage Only,,44.995239,-93.295647
09-120649,Hennepin,Minneapolis,16th Av N,Xerxes Av N,4/25/09,1425,Bicycle,Incap. Injury (A),,44.9952016,-93.3184488
07-263085,Hennepin,Minneapolis,16th Av NE,California St NE,8/8/07,2006,Bicycle,Possible Injury (C),,45.0038979,-93.2688982
12-291828,Hennepin,Minneapolis,16th Av NE,Main St NE,9/14/12,1457,Bicycle,Possible Injury (C),,45.0041906,-93.2676805
01-197254,Hennepin,Minneapolis,16th Av S,28th St E,7/14/01,1900,Bicycle,Possible Injury (C),,44.9519582,-93.2512048
01-241986,Hennepin,Minneapolis,16th Av S,Franklin Av E,8/9/01,1845,Bicycle,Possible Injury (C),,44.9628422,-93.251076
02-229173,Hennepin,Minneapolis,16th Av S,Franklin Av E,8/15/02,1935,Bicycle,Possible Injury (C),,44.9628422,-93.251076
03-249704,Hennepin,Minneapolis,16th Av S,25th St E,9/14/03,1659,Bicycle,Possible Injury (C),,44.9573433,-93.2511547
03-272051,Hennepin,Minneapolis,16th Av S,26th St E,10/7/03,1434,Bicycle,Possible Injury (C),,44.9555468,-93.2511827
03-303380,Hennepin,Minneapolis,16th Av S,26th St E,11/11/03,1217,Bicycle,Non-Incap. Injury (B),,44.9555468,-93.2511827
04-180696,Hennepin,Minneapolis,16th Av S,37th St E,7/18/04,1450,Bicycle,Non-Incap. Injury (B),,44.9359379,-93.2511423
04-282239,Hennepin,Minneapolis,16th Av S,18th St E,10/25/04,1830,Bicycle,Non-Incap. Injury (B),,44.9647644,-93.2520956
05-212889,Hennepin,Minneapolis,16th Av S,24th St E,8/4/05,1400,Bicycle,Possible Injury (C),,44.9591423,-93.2511353
05-351945,Hennepin,Minneapolis,16th Av S,24th St E,12/19/05,1750,Bicycle,Possible Injury (C),,44.9591423,-93.2511353
06-112324,Hennepin,Minneapolis,16th Av S,Lake St E,5/2/06,1709,Bicycle,Possible Injury (C),,44.9483714,-93.251225
06-186590,Hennepin,Minneapolis,16th Av S,35th St E,7/7/06,1935,Bicycle,Non-Incap. Injury (B),,44.9395472,-93.2511653
07-284023,Hennepin,Minneapolis,16th Av S,26th St E,8/25/07,2040,Bicycle,Possible Injury (C),,44.9555468,-93.2511827
09-207428,Hennepin,Minneapolis,16th Av S,Lake St E,7/6/09,1200,Bicycle,Possible Injury (C),,44.9483714,-93.251225
09-354662,Hennepin,Minneapolis,16th Av S,31st St E,11/17/09,1550,Bicycle,Non-Incap. Injury (B),,44.9465583,-93.2512176
13-083548,Hennepin,Minneapolis,16th Av S,Franklin Av E,3/21/13,1634,Bicycle,Non-Incap. Injury (B),,44.9628422,-93.251076
14-209507,Hennepin,Minneapolis,16th Av S,26th St E,6/19/14,2149,Bicycle,Possible Injury (C),,44.9555468,-93.2511827
00-151041,Hennepin,Minneapolis,16th Av SE,Como Av SE,5/23/00,1010,Bicycle,Possible Injury (C),,44.9878441,-93.2295026
02-280093,Hennepin,Minneapolis,16th Av SE,Hennepin Av E,10/1/02,835,Bicycle,Possible Injury (C),,44.991457,-93.229501
09-182923,Hennepin,Minneapolis,16th Av SE,Como Av SE,6/16/09,1610,Bicycle,Possible Injury (C),,44.9878441,-93.2295026
09-298663,Hennepin,Minneapolis,16th Av SE,Talmadge Av SE,9/19/09,1530,Bicycle,Possible Injury (C),,44.9896248,-93.2295339
01-233242,Hennepin,Minneapolis,16th St E,Nicollet Av S,8/14/01,1653,Bicycle,Possible Injury (C),,44.9672136,-93.2778049
04-270954,Hennepin,Minneapolis,16th St E,Chicago Av S,10/13/04,0,Bicycle,Possible Injury (C),,44.9671586,-93.2625594
05-269104,Hennepin,Minneapolis,16th St E,Portland Av S,9/22/05,2240,Bicycle,Possible Injury (C),,44.9671678,-93.2676557
11-260363,Hennepin,Minneapolis,16th St E,Park Av S,8/30/11,840,Bicycle,Possible Injury (C),,44.9671661,-93.2651027
01-185030,Hennepin,Minneapolis,17th Av N,Fremont Av N,7/4/01,1414,Bicycle,Possible Injury (C),,44.9963292,-93.295652
01-256331,Hennepin,Minneapolis,17th Av N,Upton Av N,9/3/01,1720,Bicycle,Possible Injury (C),,44.9970006,-93.3146316
02-174574,Hennepin,Minneapolis,17th Av N,Penn Av N,6/27/02,2240,Bicycle,Possible Injury (C),,44.996952,-93.308205
11-313526,Hennepin,Minneapolis,17th Av N,Fremont Av N,10/16/11,1035,Bicycle,Property Damage Only,,44.9963292,-93.295652
14-260350,Hennepin,Minneapolis,17th Av N,Upton Av N,7/26/14,1520,Bicycle,Non-Incap. Injury (B),,44.9970006,-93.3146316
00-259785,Hennepin,Minneapolis,17th Av S,Lake St E,8/23/00,958,Bicycle,Possible Injury (C),,44.9483727,-93.2499627
00-321523,Hennepin,Minneapolis,17th Av S,27th St E,10/15/00,1439,Bicycle,Possible Injury (C),,44.9537473,-93.249919
00-331603,Hennepin,Minneapolis,17th Av S,Lake St E,10/24/00,1830,Bicycle,Possible Injury (C),,44.9483727,-93.2499627
01-070736,Hennepin,Minneapolis,17th Av S,22nd St E,3/21/01,1900,Bicycle,Possible Injury (C),,44.9609436,-93.2498316
01-117493,Hennepin,Minneapolis,17th Av S,35th St E,5/6/01,1745,Bicycle,Possible Injury (C),,44.9395475,-93.2499034
02-053461,Hennepin,Minneapolis,17th Av S,22nd St E,2/27/02,730,Bicycle,Possible Injury (C),,44.9609436,-93.2498316
03-270234,Hennepin,Minneapolis,17th Av S,25th St E,10/5/03,1304,Bicycle,Non-Incap. Injury (B),,44.9573355,-93.2498834
04-075624,Hennepin,Minneapolis,17th Av S,36th St E,4/2/04,2030,Bicycle,Non-Incap. Injury (B),,44.9377346,-93.249894
04-149545,Hennepin,Minneapolis,17th Av S,31st St E,6/18/04,1751,Bicycle,Possible Injury (C),,44.9465625,-93.2499532
04-179564,Hennepin,Minneapolis,17th Av S,35th St E,7/17/04,1500,Bicycle,Non-Incap. Injury (B),,44.9395475,-93.2499034
04-262141,Hennepin,Minneapolis,17th Av S,Franklin Av E,10/4/04,825,Bicycle,Possible Injury (C),,44.9626198,-93.2486791
05-271702,Hennepin,Minneapolis,17th Av S,Franklin Av E,9/25/05,45,Bicycle,Possible Injury (C),,44.9626198,-93.2486791
05-280887,Hennepin,Minneapolis,17th Av S,Franklin Av E,10/3/05,2056,Bicycle,Non-Incap. Injury (B),,44.9626198,-93.2486791
05-316028,Hennepin,Minneapolis,17th Av S,24th St E,11/7/05,1500,Bicycle,Possible Injury (C),,44.959142,-93.2498605
09-222184,Hennepin,Minneapolis,17th Av S,Lake St E,7/17/09,2059,Bicycle,Property Damage Only,,44.9483727,-93.2499627
09-282066,Hennepin,Minneapolis,17th Av S,38th St E,9/5/09,810,Bicycle,Non-Incap. Injury (B),,44.9341254,-93.2498784
11-280385,Hennepin,Minneapolis,17th Av S,27th St E,9/16/11,1729,Bicycle,Possible Injury (C),,44.9537473,-93.249919
12-213165,Hennepin,Minneapolis,17th Av S,36th St E,7/10/12,1150,Bicycle,Possible Injury (C),,44.9377346,-93.249894
14-409988,Hennepin,Minneapolis,17th Av S,25th St E,11/20/14,1700,Bicycle,Possible Injury (C),,44.9573355,-93.2498834
00-295750,Hennepin,Minneapolis,17th Av SE,Como Av SE,9/22/00,1530,Bicycle,Possible Injury (C),,44.9878395,-93.2285875
03-289247,Hennepin,Minneapolis,17th Av SE,Como Av SE,10/25/03,1557,Bicycle,Non-Incap. Injury (B),,44.9878395,-93.2285875
04-105491,Hennepin,Minneapolis,17th Av SE,University Av SE,5/4/04,1509,Bicycle,Possible Injury (C),,44.9778644,-93.2324319
00-337823,Hennepin,Minneapolis,17th St E,Park Av S,10/30/00,1300,Bicycle,Possible Injury (C),,44.9662792,-93.2651023
01-365643,Hennepin,Minneapolis,17th St E,Park Av S,12/19/01,2025,Bicycle,Possible Injury (C),,44.9662792,-93.2651023
02-278568,Hennepin,Minneapolis,17th St E,Portland Av S,9/29/02,1900,Bicycle,Possible Injury (C),,44.9662661,-93.2676611
02-318533,Hennepin,Minneapolis,17th St E,Portland Av S,11/11/02,2110,Bicycle,Possible Injury (C),,44.9662661,-93.2676611
02-342606,Hennepin,Minneapolis,17th St E,Portland Av S,12/9/02,1838,Bicycle,Possible Injury (C),,44.9662661,-93.2676611
03-273142,Hennepin,Minneapolis,17th St E,Elliot Av S,10/8/03,1515,Bicycle,Property Damage Only,,44.9663808,-93.2610594
04-258759,Hennepin,Minneapolis,17th St E,Portland Av S,9/30/04,1705,Bicycle,Possible Injury (C),,44.9662661,-93.2676611
05-107246,Hennepin,Minneapolis,17th St E,Park Av S,4/29/05,1703,Bicycle,Property Damage Only,,44.9662792,-93.2651023
05-195947,Hennepin,Minneapolis,17th St E,Park Av S,7/20/05,755,Bicycle,Non-Incap. Injury (B),,44.9662792,-93.2651023
06-087271,Hennepin,Minneapolis,17th St E,Portland Av S,4/7/06,2110,Bicycle,Possible Injury (C),,44.9662661,-93.2676611
06-124575,Hennepin,Minneapolis,17th St E,Portland Av S,5/14/06,1730,Bicycle,Property Damage Only,,44.9662661,-93.2676611
06-185082,Hennepin,Minneapolis,17th St E,Portland Av S,7/6/06,1317,Bicycle,Non-Incap. Injury (B),,44.9662661,-93.2676611
09-056711,Hennepin,Minneapolis,17th St E,3rd Av S,2/27/09,1648,Bicycle,Property Damage Only,,44.9662727,-93.2727633
11-260668,Hennepin,Minneapolis,17th St E,3rd Av S,8/30/11,1450,Bicycle,Non-Incap. Injury (B),,44.9662727,-93.2727633
00-038600,Hennepin,Minneapolis,17th St N,Dunwoody Blvd W,2/10/00,1000,Bicycle,Possible Injury (C),,44.9719114,-93.2869467
14-221256,Hennepin,Minneapolis,18 1/2 Av N,Lyndale Av N,6/28/14,1411,Bicycle,Non-Incap. Injury (B),,44.9980354,-93.2879906
01-337374,Hennepin,Minneapolis,18th Av N,Lyndale Av N,11/19/01,1714,Bicycle,Possible Injury (C),,44.997383,-93.287987
06-174811,Hennepin,Minneapolis,18th Av N,Fremont Av N,6/27/06,1410,Bicycle,Non-Incap. Injury (B),,44.9974104,-93.295647
09-249907,Hennepin,Minneapolis,18th Av N,Lyndale Av N,8/9/09,1951,Bicycle,Property Damage Only,,44.997383,-93.287987
11-287920,Hennepin,Minneapolis,18th Av N,Fremont Av N,9/23/11,1618,Bicycle,Possible Injury (C),,44.9974104,-93.295647
00-258923,Hennepin,Minneapolis,18th Av NE,Johnson St NE,8/22/00,1600,Bicycle,Possible Injury (C),,45.0056824,-93.2370583
00-313900,Hennepin,Minneapolis,18th Av NE,Johnson St NE,10/8/00,1725,Bicycle,Property Damage Only,,45.0056824,-93.2370583
02-262772,Hennepin,Minneapolis,18th Av NE,Central Av NE,9/14/02,1946,Bicycle,Possible Injury (C),,45.0059288,-93.2473563
02-290293,Hennepin,Minneapolis,18th Av NE,Cleveland St NE,10/11/02,1630,Bicycle,Possible Injury (C),,45.0059597,-93.2307798
03-143670,Hennepin,Minneapolis,18th Av NE,Fillmore St NE,6/8/03,1815,Bicycle,Non-Incap. Injury (B),,45.0059532,-93.2422855
04-074034,Hennepin,Minneapolis,18th Av NE,Central Av NE,4/1/04,938,Bicycle,Non-Incap. Injury (B),,45.0059288,-93.2473563
04-124369,Hennepin,Minneapolis,18th Av NE,Monroe St NE,5/24/04,940,Bicycle,Non-Incap. Injury (B),,45.0059428,-93.2524795
04-191042,Hennepin,Minneapolis,18th Av NE,Central Av NE,7/28/04,1108,Bicycle,Possible Injury (C),,45.0059288,-93.2473563
04-205722,Hennepin,Minneapolis,18th Av NE,Monroe St NE,8/11/04,1320,Bicycle,Property Damage Only,,45.0059428,-93.2524795
04-241270,Hennepin,Minneapolis,18th Av NE,Polk St NE,9/13/04,1530,Bicycle,Possible Injury (C),,45.0059356,-93.2456128
08-063567,Hennepin,Minneapolis,18th Av NE,Fillmore St NE,3/6/08,745,Bicycle,Possible Injury (C),,45.0059532,-93.2422855
10-123995,Hennepin,Minneapolis,18th Av NE,Monroe St NE,5/3/10,2109,Bicycle,Possible Injury (C),,45.0059428,-93.2524795
10-138025,Hennepin,Minneapolis,18th Av NE,Johnson St NE,5/17/10,1526,Bicycle,Possible Injury (C),,45.0056824,-93.2370583
10-175414,Hennepin,Minneapolis,18th Av NE,Johnson St NE,6/17/10,1652,Bicycle,Possible Injury (C),,45.0056824,-93.2370583
10-333455,Hennepin,Minneapolis,18th Av NE,Fillmore St NE,11/1/10,1510,Bicycle,Possible Injury (C),,45.0059532,-93.2422855
11-170427,Hennepin,Minneapolis,18th Av NE,Stinson Blvd NE,6/14/11,1715,Bicycle,Possible Injury (C),,45.0059481,-93.226921
11-195610,Hennepin,Minneapolis,18th Av NE,Stinson Blvd NE,7/6/11,1534,Bicycle,Possible Injury (C),,45.0059481,-93.226921
11-210021,Hennepin,Minneapolis,18th Av NE,Arthur St NE,7/18/11,2112,Bicycle,Possible Injury (C),,45.0059567,-93.2320568
14-041182,Hennepin,Minneapolis,18th Av NE,Garfield St NE,2/7/14,2221,Bicycle,Possible Injury (C),,45.0059734,-93.2333256
14-353109,Hennepin,Minneapolis,18th Av NE,Fillmore St NE,10/4/14,1834,Bicycle,Non-Incap. Injury (B),,45.0059532,-93.2422855
00-197609,Hennepin,Minneapolis,18th Av S,26th St E,7/1/00,2055,Bicycle,Possible Injury (C),,44.9555407,-93.2486347
00-318146,Hennepin,Minneapolis,18th Av S,Lake St E,10/12/00,2000,Bicycle,Possible Injury (C),,44.9483758,-93.2486811
01-120515,Hennepin,Minneapolis,18th Av S,32nd St E,5/9/01,1512,Bicycle,Possible Injury (C),,44.9447433,-93.2486744
01-270218,Hennepin,Minneapolis,18th Av S,25th St E,9/15/01,1840,Bicycle,Possible Injury (C),,44.957326,-93.2486015
02-269368,Hennepin,Minneapolis,18th Av S,28th St E,9/20/02,1945,Bicycle,Possible Injury (C),,44.9519614,-93.2486647
04-237768,Hennepin,Minneapolis,18th Av S,26th St E,9/10/04,1608,Bicycle,Possible Injury (C),,44.9555407,-93.2486347
05-128226,Hennepin,Minneapolis,18th Av S,24th St E,5/20/05,1805,Bicycle,Non-Incap. Injury (B),,44.9591375,-93.248572
05-227911,Hennepin,Minneapolis,18th Av S,25th St E,8/17/05,1626,Bicycle,Possible Injury (C),,44.957326,-93.2486015
05-266136,Hennepin,Minneapolis,18th Av S,27th St E,9/20/05,215,Bicycle,Non-Incap. Injury (B),,44.95375,-93.2486518
06-113276,Hennepin,Minneapolis,18th Av S,26th St E,5/3/06,1408,Bicycle,Property Damage Only,,44.9555407,-93.2486347
06-178362,Hennepin,Minneapolis,18th Av S,27th St E,6/30/06,1228,Bicycle,Non-Incap. Injury (B),,44.95375,-93.2486518
06-250064,Hennepin,Minneapolis,18th Av S,38th St E,8/31/06,1700,Bicycle,Possible Injury (C),,44.9341213,-93.2486096
08-098127,Hennepin,Minneapolis,18th Av S,27th St E,4/8/08,805,Bicycle,Possible Injury (C),,44.95375,-93.2486518
10-192034,Hennepin,Minneapolis,18th Av S,37th St E,6/30/10,2100,Bicycle,Non-Incap. Injury (B),,44.9359325,-93.2486251
10-292384,Hennepin,Minneapolis,18th Av S,26th St E,9/23/10,1048,Bicycle,Non-Incap. Injury (B),,44.9555407,-93.2486347
12-299231,Hennepin,Minneapolis,18th Av S,27th St E,9/21/12,745,Bicycle,Possible Injury (C),,44.95375,-93.2486518
03-095635,Hennepin,Minneapolis,18th Av SE,Rollins Av SE,4/23/03,1154,Bicycle,Possible Injury (C),,44.985349,-93.2269225
14-365761,Hennepin,Minneapolis,18th Av SE,Hennepin Av E,10/14/14,2115,Bicycle,Non-Incap. Injury (B),,44.9914554,-93.227235
00-326858,Hennepin,Minneapolis,18th St E,Portland Av S,10/20/00,1212,Bicycle,Possible Injury (C),,44.965103,-93.267654
05-207039,Hennepin,Minneapolis,18th St E,Clinton Av S,7/30/05,101,Bicycle,Possible Injury (C),,44.9652195,-93.2714894
06-353494,Hennepin,Minneapolis,18th St E,Nicollet Av S,12/19/06,1044,Bicycle,Non-Incap. Injury (B),,44.9652199,-93.2778116
07-191457,Hennepin,Minneapolis,18th St E,3rd Av S,6/12/07,1546,Bicycle,Non-Incap. Injury (B),,44.9652174,-93.2727647
11-319669,Hennepin,Minneapolis,18th St E,Park Av S,10/22/11,900,Bicycle,Property Damage Only,,44.9652192,-93.2650957
01-100006,Hennepin,Minneapolis,19th Av NE,Central Av NE,4/20/01,1820,Bicycle,Possible Injury (C),,45.0079161,-93.2473685
01-142575,Hennepin,Minneapolis,19th Av NE,Taylor St NE,5/29/01,1355,Bicycle,Possible Injury (C),,45.0079301,-93.2438196
01-365041,Hennepin,Minneapolis,19th Av NE,Monroe St NE,12/19/01,0,Bicycle,Possible Injury (C),,45.0074879,-93.252479
02-134187,Hennepin,Minneapolis,19th Av NE,Johnson St NE,5/22/02,1550,Bicycle,Possible Injury (C),,45.0077883,-93.2371695
04-270229,Hennepin,Minneapolis,19th Av NE,Central Av NE,10/12/04,1630,Bicycle,Possible Injury (C),,45.0079161,-93.2473685
04-273185,Hennepin,Minneapolis,19th Av NE,Jackson St NE,10/15/04,1930,Bicycle,Non-Incap. Injury (B),,45.0079083,-93.249148
