CrashID,IntersectionID,StreetOn,IntersectingStreet,Month,Day,Year
06-086895,Int-13353,43rd St W,Upton Av S,April,7,2006
06-086991,Int-17239,25th Av S,Riverside Av S,April,7,2006
06-087085,Int-15314,2nd Av N,7th St N,April,7,2006
06-087271,Int-10383,17th St E,Portland Av S,April,7,2006
06-088027,Int-12937,2nd Av S,40th St E,April,8,2006
06-088130,Int-12886,3rd St S,Nicollet Mall S,April,8,2006
06-089838,Int-11775,31st St E,Portland Av S,April,10,2006
06-090000,Int-17595,Cedar Av S,Washington Av S,April,10,2006
06-090683,Int-15567,West Broadway Av N,Ilion Av N,April,11,2006
06-091386,Int-10755,22nd St W,Lyndale Av S,April,11,2006
06-091610,Int-10205,14th St W,Nicollet Av S,April,12,2006
06-094302,Int-10269,16th Av N,Fremont Av N,April,14,2006
06-094955,Int-11867,32nd St E,43rd Av S,April,14,2006
06-097092,Int-15315,7th St S,Hennepin Av S,April,17,2006
06-108417,Int-15279,6th St SE,15th Av SE,April,28,2006
06-108598,Int-15084,5th St SE,15th Av SE,July,28,2006
06-111598,Int-17488,14th Av SE,University Av SE,May,1,2006
06-111926,Int-16042,Bloomington Av S,Franklin Av E,May,2,2006
06-112041,Int-15052,5th St S,Hennepin Av S,May,2,2006
06-112274,Int-10522,1st Av S,19th St E,May,2,2006
06-112324,Int-16520,16th Av S,Lake St E,May,2,2006
06-112488,Int-15141,60th St W,Nicollet Av S,May,2,2006
06-112974,Int-15424,8th St S,Marquette Av S,May,3,2006
06-113276,Int-11132,18th Av S,26th St E,May,3,2006
06-115122,Int-10459,1st Av S,18th St E,May,5,2006
06-115469,Int-16710,Lowry Av N,Washington Av N,May,5,2006
06-116992,Int-11294,27th St E,Chicago Av S,May,6,2006
06-119656,Int-15549,2nd St N,West Broadway Av N,May,9,2006
06-119943,Int-16229,Grant St W,Nicollet Av S,May,9,2006
06-122952,Int-15549,2nd St N,West Broadway Av N,May,12,2006
06-124356,Int-12218,35th Av N,Penn Av N,May,14,2006
06-124426,Int-17736,Mid-Block Driveway,Cedar Av S,May,14,2006
06-124575,Int-10383,17th St E,Portland Av S,May,14,2006
06-125578,Int-17504,5th Av SE,University Av SE,May,15,2006
06-126366,Int-16313,Hennepin Av E,Pierce St NE,May,16,2006
06-126612,Int-14054,4th St SE,12th Av SE,May,16,2006
06-126650,Int-10945,24th St W,Lyndale Av S,May,16,2006
06-127425,Int-11454,29th Av N,Penn Av N,May,17,2006
06-129540,Int-10374,Cedar Av S,MN-55 WB Ramp,May,19,2006
06-129863,Int-11320,27th St W,Lyndale Av S,May,19,2006
06-130145,Int-10735,22nd St W,Bryant Av S,May,19,2006
06-132613,Int-16405,Cedar Av S,I-94 EB Ramp,May,22,2006
06-133659,Int-14927,58th St W,Lyndale Av S,May,23,2006
06-139242,Int-11940,33rd Av N,Girard Av N,May,27,2006
06-140419,Int-11178,26th St E,Portland Av S,May,28,2006
06-140668,Int-15416,3rd Av S,8th St S,May,28,2006
06-141919,Int-12140,34th St E,35th Av S,May,30,2006
06-141927,Int-14610,54th St W,Lyndale Av S,May,30,2006
06-144417,Int-12306,35th St E,Minnehaha Av S,June,1,2006
06-146762,Int-17540,Thomas Av N,Victory Memorial Drive N,June,3,2006
06-146949,Int-11543,29th St W,Bryant Av S,June,3,2006
06-147915,Int-16049,Cedar Av S,Franklin Av E,June,4,2006
06-149437,Int-15626,Broadway St NE,Johnson St NE,June,5,2006
06-149577,Int-16025,24th Av S,Franklin Av E,June,5,2006
06-151141,Int-15255,6th St S,15th Av S,June,7,2006
06-151327,Int-12804,39th St E,Minnehaha Av S,June,7,2006
06-156584,Int-11916,32nd St W,Grand Av S,June,11,2006
06-158376,Int-16052,Columbus Av S,Franklin Av E,June,13,2006
06-159300,Int-16007,10th Av S,Franklin Av E,June,14,2006
06-160360,Int-17484,10th Av SE,University Av SE,June,15,2006
06-160994,Int-16557,5th Av S,Lake St E,June,15,2006
06-161025,Int-17022,James Av N,Olson Memorial Hwy N,June,15,2006
06-161793,Int-11407,28th St W,Emerson Av S,June,16,2006
06-162013,Int-11180,26th St E,Stevens Av S,June,16,2006
06-162102,Int-10070,11th St S,Marquette Av S,June,16,2006
06-163193,Int-16178,Glenwood Av N,Washburn Av N,June,17,2006
06-165224,Int-10245,5th Av S,15th St E,June,19,2006
06-165529,Int-11654,30th Av N,Penn Av N,June,19,2006
06-166958,Int-16459,Kenwood Pkwy W,Northrup Lane S,June,20,2006
06-168034,Int-13198,42nd St E,Cedar Av S,June,21,2006
06-168098,Int-15487,9th St S,Cedar Av S,June,21,2006
06-168121,Int-16391,Stinson Blvd NE,I-35W NB Ramp,June,21,2006
06-168828,Int-17664,Bryant Av N,Webber Pkwy N,June,22,2006
06-170643,Int-13199,42nd St E,Chicago Av S,June,23,2006
06-171788,Int-13569,45th St W,Chowen Av S,June,24,2006
06-172587,Int-11604,2nd St S,9th Av S,June,25,2006
06-173017,Int-15560,West Broadway Av N,Fremont Av N,June,25,2006
06-173562,Int-16051,Clinton Av S,Franklin Av E,June,26,2006
06-174043,Int-10251,15th St E,Portland Av S,June,26,2006
06-174712,Int-16471,Lagoon Av W,East Lake Calhoun Pkwy S,June,27,2006
06-174811,Int-10401,18th Av N,Fremont Av N,June,27,2006
06-176134,Int-11762,5th Av S,31st St E,June,28,2006
06-177070,Int-16050,Chicago Av S,Franklin Av E,June,29,2006
06-177542,Int-11270,14th Av S,27th St E,June,29,2006
06-177702,Int-11496,29th Av NE,Taylor St NE,June,29,2006
06-178162,Int-15404,8th St SE,Central Av NE,July,30,2006
06-178362,Int-11274,18th Av S,27th St E,June,30,2006
06-178724,Int-11775,31st St E,Portland Av S,June,30,2006
06-179608,Int-17521,University Av SE,I-35W NB Ramp,July,1,2006
06-179620,Int-16697,Lowry Av N,Penn Av N,July,1,2006
06-179819,Int-11762,5th Av S,31st St E,July,1,2006
06-180016,Int-16622,Lake St W,Pleasant Av S,July,1,2006
06-180053,Int-16692,Logan Av N,Lowry Av N,July,8,2006
06-181784,Int-11165,5th Av S,26th St E,July,3,2006
06-185001,Int-17569,1st Av N,Washington Av N,July,6,2006
06-185082,Int-10383,17th St E,Portland Av S,July,6,2006
06-186590,Int-12261,16th Av S,35th St E,July,7,2006
06-186881,Int-15315,7th St S,Hennepin Av S,July,7,2006
06-188268,Int-12871,3rd St S,Hennepin Av S,July,9,2006
06-188571,Int-11095,26th Av NE,Central Av NE,July,9,2006
06-188994,Int-15630,Broadway St NE,Marshall St NE,July,9,2006
06-191757,Int-11173,26th St E,Hiawatha Av S,July,12,2006
06-193802,Int-13194,4th Av S,42nd St E,July,13,2006
06-194578,Int-16622,Lake St W,Pleasant Av S,July,14,2006
06-196361,Int-11794,31st St W,Hennepin Av S,July,15,2006
06-196926,Int-17578,5th Av N,Washington Av N,July,16,2006
06-197594,Int-10908,24th St E,Bloomington Av S,July,17,2006
06-198059,Int-12996,40th St W,Lyndale Av S,July,17,2006
06-198078,Int-15805,Benton Blvd W,Dean Pkwy S,July,17,2006
06-199579,Int-11306,27th St W,Blaisdell Av S,July,18,2006
06-200556,Int-12161,34th St E,Cedar Av S,July,19,2006
06-200676,Int-12807,39th St E,Park Av S,July,19,2006
06-201596,Int-17578,5th Av N,Washington Av N,July,20,2006
06-202866,Int-14973,59th St E,Park Av S,July,21,2006
06-203118,Int-16093,Franklin Av W,Grand Av S,July,21,2006
06-204028,Int-10877,11th Av S,24th St E,July,22,2006
06-204427,Int-12469,36th St W,East Lake Calhoun Pkwy S,July,22,2006
06-204457,Int-17130,3rd St N,Plymouth Av N,July,22,2006
06-206197,Int-17155,Plymouth Av N,West River Road N,July,24,2006
06-206600,Int-12284,3rd Av S,35th St E,July,23,2006
06-207160,Int-14447,29th Av S,53rd St E,July,25,2006
06-209063,Int-13620,2nd Av S,46th St E,July,26,2006
06-209820,Int-10526,5th Av S,19th St E,July,27,2006
06-211174,Int-17489,15th Av SE,University Av SE,July,28,2006
06-212852,Int-16473,Emerson Av S,Lagoon Av W,July,30,2006
06-213899,Int-11378,4th Av S,28th St E,July,31,2006
06-216102,Int-10203,14th St W,LaSalle Av S,August,2,2006
06-217552,Int-11382,28th St E,Chicago Av S,August,3,2006
06-218814,Int-17116,26th Av S,Pautz Place E,August,4,2006
06-220011,Int-17562,Hennepin Av S,15th St W,August,5,2006
06-220048,Int-16673,2nd St N,Lowry Av N,August,5,2006
06-220073,Int-15875,Dowling Av N,Humboldt Av N,August,5,2006
06-221857,Int-16633,Hennepin Av S,Laurel Av W,August,7,2006
06-223063,Int-16738,Lowry Av NE,Marshall St NE,August,8,2006
06-223351,Int-12162,34th St E,Chicago Av S,August,8,2006
06-224585,Int-16227,Grant St E,Portland Av S,August,9,2006
06-226751,Int-17899,5th St N,6th Av N,August,11,2006
06-226994,Int-11022,25th St W,Blaisdell Av S,August,11,2006
06-228416,Int-15550,4th St N,West Broadway Av N,August,12,2006
06-228826,Int-11392,28th St E,Portland Av S,August,12,2006
06-229420,Int-10551,1st St S,Hennepin Av S,August,16,2006
06-230381,Int-11918,32nd St W,Hennepin Av S,August,14,2006
06-230639,Int-15671,West Lake Calhoun Pkwy S,Thomas Av S,August,14,2006
06-231643,Int-12328,35th St W,Nicollet Av S,August,15,2006
06-231852,Int-13391,44th Av N,Penn Av N,August,15,2006
06-232735,Int-14074,4th St SE,Central Av SE,August,16,2006
06-232955,Int-15615,Broadway St NE,Fillmore St NE,August,16,2006
06-233646,Int-17641,University Av SE,Washington Av SE,August,17,2006
06-238520,Int-13140,42nd Av N,Lyndale Av N,August,21,2006
06-238617,Int-16755,Lowry Av NE,University Av NE,August,21,2006
06-238735,Int-11485,29th Av NE,Pierce St NE,August,21,2006
06-238742,Int-12467,36th St W,Blaisdell Av S,August,21,2006
06-240187,Int-11395,28th St W,Blaisdell Av S,August,22,2006
06-241027,Int-12309,35th St E,Portland Av S,August,24,2006
06-241202,Int-11166,26th St E,Bloomington Av S,August,23,2006
06-241849,Int-13173,24th Av S,42nd St E,August,24,2006
06-242879,Int-10108,12th St S,Hennepin Av S,August,25,2006
06-243223,Int-16527,22nd Av S,Lake St E,August,25,2006
06-244365,Int-11550,29th St W,Emerson Av S,August,26,2006
06-246460,Int-10119,12th St S,Marquette Av S,August,28,2006
06-247403,Int-10070,11th St S,Marquette Av S,August,29,2006
06-247550,Int-16051,Clinton Av S,Franklin Av E,August,29,2006
06-247570,Int-15339,3rd Av S,7th St S,August,29,2006
06-247611,Int-12487,36th St W,Nicollet Av S,August,29,2006
06-247743,Int-10929,24th St W,Bryant Av S,August,29,2006
06-247836,Int-12308,35th St E,Park Av S,August,29,2006
06-247936,Int-16190,Golden Valley Road N,Irving Av N,August,29,2006
06-248062,Int-16606,Grand Av S,Lake St W,August,29,2006
06-249099,Int-16042,Bloomington Av S,Franklin Av E,August,30,2006
06-250064,Int-12650,18th Av S,38th St E,August,31,2006
06-250065,Int-15232,2nd St NE,6th Av NE,August,31,2006
06-250671,Int-15630,Broadway St NE,Marshall St NE,September,1,2006
06-251676,Int-11786,31st St W,Dupont Av S,September,1,2006
06-255473,Int-12211,35th Av N,James Av N,September,5,2006
06-255722,Int-12672,3rd Av S,38th St E,September,5,2006
06-255938,Int-12235,35th Av NE,Central Av NE,September,5,2006
06-258005,Int-12561,11th Av S,37th St E,September,7,2006
06-260033,Int-16572,Lake St E,Park Av S,September,9,2006
06-263117,Int-11387,28th St E,Hiawatha Av S,September,12,2006
06-265868,Int-10108,12th St S,Hennepin Av S,September,14,2006
06-267274,Int-16559,Cedar Av S,Lake St E,September,15,2006
06-269208,Int-16722,Central Av NE,Lowry Av NE,September,17,2006
06-269398,Int-10018,10th St S,Hennepin Av S,September,17,2006
06-271961,Int-13808,47th St W,Xerxes Av S,September,20,2006
06-272050,Int-16318,Hennepin Av E,Stinson Blvd NE,September,20,2006
06-273793,Int-10523,2nd Av S,19th St E,September,22,2006
06-274608,Int-16621,Lake St W,Pillsbury Av S,September,23,2006
06-276008,Int-10833,23rd St E,Bloomington Av S,September,24,2006
06-276204,Int-16872,Godfrey Pkwy E,Minnehaha Av S,September,24,2006
06-276745,Int-10910,24th St E,Cedar Av S,September,25,2006
06-277514,Int-11811,31st St W,Nicollet Av S,September,26,2006
06-277518,Int-15331,7th St S,20th Av S,September,26,2006
06-278959,Int-11775,31st St E,Portland Av S,September,27,2006
06-283222,Int-10070,11th St S,Marquette Av S,October,1,2006
06-284749,Int-11293,27th St E,Cedar Av S,October,3,2006
06-285076,Int-15559,West Broadway Av N,Emerson Av N,October,3,2006
06-285232,Int-15484,4th Av S,9th St S,October,3,2006
06-285477,Int-11197,26th St W,Lyndale Av S,October,3,2006
06-286377,Int-16621,Lake St W,Pillsbury Av S,October,4,2006
06-287055,Int-10019,2nd Av S,10th St S,October,5,2006
06-287454,Int-11033,25th St W,Hennepin Av S,October,4,2006
06-288276,Int-12877,3rd Av S,3rd St S,October,6,2006
06-289618,Int-11361,27th Av S,28th St E,October,7,2006
06-293424,Int-11136,26th Av S,26th St E,October,11,2006
06-293730,Int-15609,Broadway St NE,Central Av NE,October,11,2006
06-298229,Int-10926,24th St E,Stevens Av S,October,17,2006
06-305502,Int-12468,36th St W,Bryant Av S,October,24,2006
06-307184,Int-15268,6th St S,Cedar Av S,October,25,2006
06-309144,Int-11029,25th St W,Garfield Av S,October,28,2006
06-311518,Int-11517,29th St E,31st Av S,October,31,2006
06-311603,Int-14676,55th St W,Lyndale Av S,October,31,2006
06-311863,Int-15407,8th St S,11th Av S,October,31,2006
06-313556,Int-17608,5th Av S,Washington Av S,November,2,2006
06-314422,Int-15071,5th St S,Marquette Av S,November,3,2006
06-317771,Int-15590,West Broadway Av N,Washington Av N,November,7,2006
06-320884,Int-12668,36th Av S,38th St E,November,10,2006
06-323614,Int-15420,5th Av S,8th St S,November,14,2006
06-323978,Int-17616,I-35W SB Ramp,Washington Av S,November,14,2006
06-324603,Int-14046,4th St S,Marquette Av S,November,15,2006
06-326815,Int-17504,5th Av SE,University Av SE,November,17,2006
06-326871,Int-11039,25th St W,Nicollet Av S,November,17,2006
06-330332,Int-15554,Aldrich Av N,West Broadway Av N,November,21,2006
06-330404,Int-15632,Broadway St NE,New Brighton Blvd NE,November,21,2006
06-332721,Int-15492,9th St S,Park Av S,November,24,2006
06-333730,Int-15560,West Broadway Av N,Fremont Av N,November,25,2006
06-335716,Int-10258,15th St W,Nicollet Av S,November,28,2006
06-337177,Int-17615,I-35W NB Ramp,Washington Av S,November,29,2006
06-337677,Int-15550,4th St N,West Broadway Av N,November,30,2006
06-338801,Int-11320,27th St W,Lyndale Av S,December,1,2006
06-346754,Int-16023,22nd Av S,Franklin Av E,December,11,2006
06-346839,Int-12696,38th St E,Minnehaha Av S,December,11,2006
06-351327,Int-17525,Malcolm Av SE,University Av SE,December,16,2006
06-352909,Int-17522,University Av SE,I-35W SB Ramp,December,18,2006
06-353430,Int-15421,8th St S,9th Av S,December,19,2006
06-353494,Int-10469,18th St E,Nicollet Av S,December,19,2006
06-355712,Int-16110,Franklin Av W,Nicollet Av S,December,21,2006
06-361652,Int-16691,Knox Av N,Lowry Av N,December,29,2006
07-004453,Int-11454,Penn Av N,29th Av N,January,5,2007
07-009082,Int-15481,3rd Av S,9th St S,January,11,2007
07-012753,Int-16863,Minnehaha Pkwy E,38th Av S,April,23,2007
07-012967,Int-10318,Park Av S,16th St E,April,24,2007
07-013087,Int-15909,Dunwoody Blvd W,Emerson Av S,April,25,2007
07-013101,Int-17484,University Av SE,10th Av SE,January,16,2007
07-026783,Int-12467,Blaisdell Av S,36th St W,February,1,2007
07-031306,Int-15426,8th St S,Park Av S,February,7,2007
07-037944,Int-10469,Nicollet Av S,18th St E,February,15,2007
07-042056,Int-17635,Washington Av SE,Huron Blvd SE,February,20,2007
07-044433,Int-10945,Lyndale Av S,24th St W,February,22,2007
07-060699,Int-10258,Nicollet Av S,15th St E,March,14,2007
07-061633,Int-12694,Hiawatha Av S,38th St E,March,14,2007
07-063093,Int-11417,Hennepin Av S,28th St W,March,17,2007
07-063343,Int-11811,Nicollet Av S,31st St W,March,17,2007
07-066916,Int-15467,15th St E,11th Av S,March,21,2007
07-068638,Int-11889,Minnehaha Av S,32nd St E,March,23,2007
07-071901,Int-16579,Lake St W,Aldrich Av S,March,26,2007
07-072025,Int-16039,Franklin Av E,3rd Av S,March,26,2007
07-072243,Int-12158,4th Av S,34th St E,March,26,2007
07-076730,Int-16008,Franklin Av E,11th Av S,March,29,2007
07-076832,Int-16158,Glenwood Av N,Gramercy Av N,March,29,2007
07-078814,Int-11387,Hiawatha Av S,28th St E,March,30,2007
07-079440,Int-11299,Park Av S,27th St E,March,30,2007
07-082325,Int-16050,Chicago Av S,Franklin Av E,March,31,2007
07-087287,Int-16007,Franklin Av E,10th Av S,April,3,2007
07-091752,Int-16082,Franklin Av W,Aldrich Av S,April,5,2007
07-093439,Int-15578,Morgan Av N,West Broadway Av N,April,6,2007
07-098196,Int-13659,Hiawatha Av S,46th St E,April,9,2007
07-098234,Int-10262,Spruce Place S,15th St W,April,9,2007
07-105088,Int-10605,21st St E,11th Av S,April,12,2007
07-107084,Int-11056,26th Av N,Emerson Av N,April,13,2007
07-108578,Int-10028,10th St S,Marquette Av S,April,14,2007
07-113090,Int-14062,4th St SE,25th Av SE,April,16,2007
07-116648,Int-11512,27th Av S,29th St E,April,18,2007
07-120653,Int-11396,Bryant Av S,28th St W,April,20,2007
07-122135,Int-13025,41st Av N,Dupont Av N,April,20,2007
07-123991,Int-17488,University Av SE,14th Av SE,April,21,2007
07-124016,Int-16060,Franklin Av E,Portland Av S,April,21,2007
07-125108,Int-12886,3rd St S,Nicollet Mall S,April,21,2007
07-125859,Int-16181,Godfrey Pkwy E,46th Av S,April,22,2007
07-130804,Int-15056,11th Av S,5th St S,April,25,2007
07-134055,Int-16107,Franklin Av W,Lyndale Av S,April,28,2007
07-136077,Int-13726,47th Av N,Fremont Av N,April,29,2007
07-136225,Int-10981,10th Av S,25th St E,April,29,2007
07-136934,Int-16456,Emerson Av S,Kenwood Pkwy W,April,30,2007
07-137185,Int-10703,1st Av S,22nd St E,April,30,2007
07-137837,Int-16542,37th Av S,Lake St E,May,1,2007
07-138109,Int-11392,Portland Av S,28th St E,May,1,2007
07-139049,Int-10205,Nicollet Av S,14th St E,May,2,2007
07-140360,Int-11542,29th St W,Blaisdell Av S,May,3,2007
07-140905,Int-16582,East Lake Calhoun Pkwy S,Lake St W,May,3,2007
07-141722,Int-11422,Lyndale Av S,28th St W,May,4,2007
07-141751,Int-17013,6th Av N,7th St N,May,4,2007
07-142303,Int-17562,15th St W,Hennepin Av S,May,4,2007
07-142411,Int-14826,Girard Av S,57th St W,May,4,2007
07-143120,Int-16039,Franklin Av E,3rd Av S,May,5,2007
07-146724,Int-13177,42nd St E,28th Av S,May,8,2007
07-147021,Int-10069,LaSalle Av S,11th St S,May,8,2007
07-147973,Int-15690,Cedar Lake Pkwy S,Burnham Road W,May,9,2007
07-147990,Int-11654,30th Av N,Penn Av N,May,9,2007
07-148730,Int-13954,Stevens Av S,49th St E,May,10,2007
07-152358,Int-10721,Bloomington Av S,22nd St E,May,12,2007
07-153004,Int-16500,William Berry Pkwy S,West Lake Harriet Pkwy S,May,13,2007
07-153039,Int-15626,Johnson St NE,Broadway St NE,May,13,2007
07-155497,Int-17239,25th Av S,Riverside Av S,May,15,2007
07-156231,Int-11033,Hennepin Av S,25th St W,May,16,2007
07-158548,Int-16610,Lake St W,Humboldt Av S,May,18,2007
07-158993,Int-11303,West River Pkwy S,27th St E,May,18,2007
07-159070,Int-12904,40th Av N,Thomas Av N,May,18,2007
07-161415,Int-11738,2nd Av S,31st St E,May,20,2007
07-162176,Int-13679,46th St W,Bryant Av S,May,21,2007
07-163458,Int-11417,Hennepin Av S,28th St W,May,22,2007
07-164133,Int-16561,Lake St E,Clinton Av S,May,22,2007
07-164592,Int-15931,Cedar Av S,Edgewater Blvd E,May,23,2007
07-165216,Int-14171,Minnehaha Pkwy W,50th St W,May,23,2007
07-165253,Int-11038,Lyndale Av S,25th St W,May,23,2007
07-167105,Int-17222,4th Av N,West River Pkwy N,May,25,2007
07-167270,Int-16812,Minnehaha Av S,23rd Av S,May,25,2007
07-167380,Int-17578,5th Av N,Washington Av N,May,25,2007
07-167623,Int-11950,Penn Av N,33rd Av N,May,25,2007
07-167890,Int-11944,33rd Av N,Knox Av N,May,25,2007
07-168919,Int-14610,Lyndale Av S,54th St W,May,26,2007
07-169060,Int-12311,35th St E,Stevens Av S,May,26,2007
07-173642,Int-11616,Central Av SE,2nd St SE,May,30,2007
07-174018,Int-11417,Hennepin Av S,28th St W,May,30,2007
07-174964,Int-16688,Humboldt Av N,Lowry Av N,May,31,2007
07-175046,Int-12443,44th Av S,36th St E,May,31,2007
07-176367,Int-10256,15th St W,LaSalle Av S,June,1,2007
07-176599,Int-12194,Nicollet Av S,34th St W,June,1,2007
07-177573,Int-11173,Hiawatha Av S,26th St E,June,2,2007
07-180059,Int-15052,Hennepin Av S,5th St N,June,4,2007
07-180901,Int-16572,Park Av S,Lake St E,June,5,2007
07-185022,Int-13382,44th Av N,Morgan Av N,June,7,2007
07-185239,Int-16872,Minnehaha Park Drive S,Godfrey Pkwy E,June,8,2007
07-185876,Int-16042,Franklin Av E,Bloomington Av S,June,9,2007
07-186348,Int-10689,University Av NE,22nd Av NE,June,9,2007
07-191442,Int-10527,19th St E,Chicago Av S,June,13,2007
07-191457,Int-10461,18th St E,3rd Av S,June,12,2007
07-191678,Int-11133,26th St E,1st Av S,June,13,2007
07-192586,Int-16530,Lake St E,Minnehaha Av S,June,14,2007
07-195587,Int-14604,54th St W,Harriet Av S,June,16,2007
07-197145,Int-17522,University Av SE,I-35W SB Ramp,June,17,2007
07-200466,Int-13875,Upton Av S,48th St W,June,20,2007
07-200759,Int-15645,Broadway St NE,University Av NE,June,20,2007
07-201186,Int-16980,Oak Grove St W,Spruce Place S,June,21,2007
07-201597,Int-10965,25th Av N,Dupont Av N,June,21,2007
07-202707,Int-15481,3rd Av S,9th St S,June,22,2007
07-203175,Int-16978,Oak Grove St W,Clifton Place S,June,22,2007
07-204386,Int-10940,Harriet Av S,24th St W,June,16,2007
07-204702,Int-15052,Hennepin Av S,5th St N,June,23,2007
07-205697,Int-12622,37th St E,Park Av S,June,25,2007
07-205704,Int-11937,33rd Av N,Dupont Av N,June,24,2007
07-206409,Int-13646,46th St E,46th Av S,June,25,2007
07-206474,Int-11904,West Lake Calhoun Pkwy S,32nd St W,June,25,2007
07-206677,Int-15024,5th Av N,Penn Av N,June,25,2007
07-206894,Int-10848,Lyndale Av N,24th Av N,June,25,2007
07-207054,Int-11360,Minnehaha Av S,28th St E,June,25,2007
07-208515,Int-12871,Hennepin Av S,3rd St S,June,26,2007
07-208765,Int-11038,25th St W,Lyndale Av S,June,27,2007
07-209247,Int-14549,54th St E,34th Av S,June,27,2007
07-210503,Int-15584,West Broadway Av N,West River Road N,June,28,2007
07-210521,Int-11033,Hennepin Av S,25th St W,June,28,2007
07-210818,Int-12505,Lyndale Av N,37th Av N,June,28,2007
07-211479,Int-10018,Hennepin Av S,10th St S,June,29,2007
07-211755,Int-10070,11th St S,Marquette Av S,June,29,2007
07-212012,Int-16616,Lake St W,Lyndale Av S,June,29,2007
07-214863,Int-16578,Stevens Av S,Lake St E,July,1,2007
07-215357,Int-12182,Fremont Av S,34th St W,July,2,2007
07-215710,Int-16032,Franklin Av E,2nd Av S,July,2,2007
07-215725,Int-13594,Bryant Av N,46th Av N,July,2,2007
07-216841,Int-16810,Cedar Av S,20th Av S,July,3,2007
07-218438,Int-12804,Minnehaha Av S,39th St E,July,4,2007
07-218591,Int-12744,Penn Av N,39th Av N,July,4,2007
07-219774,Int-10660,Central Av NE,22nd Av NE,July,5,2007
07-219779,Int-12306,35th St E,Minnehaha Av S,July,5,2007
07-219959,Int-16571,Oakland Av S,Lake St E,July,5,2007
07-220600,Int-15433,8th St SE,13th Av SE,June,6,2007
07-220822,Int-16578,Stevens Av S,Lake St E,July,6,2007
07-223076,Int-17585,Washington Av N,Soo Av N,July,8,2007
07-223588,Int-12313,35th St W,Blaisdell Av S,July,8,2007
07-224219,Int-16060,Portland Av S,Franklin Av E,July,9,2007
07-225436,Int-15426,Park Av S,8th St S,July,10,2007
07-225608,Int-11432,29th Av N,6th St N,July,10,2007
07-225887,Int-12330,35th St W,Pleasant Av S,July,10,2007
07-226703,Int-12327,35th St W,Lyndale Av S,July,11,2007
07-227064,Int-16049,Franklin Av E,Cedar Av S,July,11,2007
07-227960,Int-15466,Hennepin Av S,9th St S,July,12,2007
07-228162,Int-11770,Elliot Av S,31st St E,July,12,2007
07-230630,Int-13448,Hiawatha Av S,44th St E,July,14,2007
07-230765,Int-11136,26th St E,26th Av S,July,14,2007
07-231094,Int-10905,24th St E,3rd Av S,July,14,2007
07-232598,Int-12021,33rd St E,Columbus Av S,July,15,2007
07-233305,Int-15090,6th Av SE,5th St SE,July,16,2007
07-234182,Int-11889,Minnehaha Av S,32nd St E,July,17,2007
07-234816,Int-10301,Marshall St NE,16th Av NE,July,17,2007
07-235877,Int-16050,Franklin Av E,Chicago Av S,July,18,2007
07-235948,Int-10178,14th Av NE,Buchanan St NE,July,18,2007
07-236135,Int-11775,31st St E,Portland Av S,July,18,2007
07-236333,Int-11055,Dupont Av N,26th Av N,July,18,2007
07-236766,Int-12918,12th Av S,40th St E,July,19,2007
07-237224,Int-11197,Lyndale Av S,26th St W,July,19,2007
07-237289,Int-11611,5th Av SE,2nd St SE,July,17,2007
07-241115,Int-16516,Lake St E,12th Av S,July,22,2007
07-241193,Int-16867,Chicago Av S,Minnehaha Pkwy E,July,22,2007
07-241451,Int-10910,Cedar Av S,24th St E,July,22,2007
07-241491,Int-14260,Portland Av S,51st St E,July,22,2007
07-245105,Int-14583,Portland Av S,54th St E,August,4,2007
07-245239,Int-11304,Stevens Av S,27th St E,July,25,2007
07-246399,Int-16229,Nicollet Av S,Grant St E,July,26,2007
07-247393,Int-11738,2nd Av S,31st St E,July,27,2007
07-247449,Int-11738,2nd Av S,31st St E,July,27,2007
07-247717,Int-12193,Lyndale Av S,34th St W,July,27,2007
07-248090,Int-13136,Girard Av N,42nd Av N,July,27,2007
07-248999,Int-12352,36th Av N,Colfax Av N,July,28,2007
07-249862,Int-15315,7th St N,Hennepin Av S,July,29,2007
07-250332,Int-11366,31st Av S,28th St E,July,29,2007
07-251290,Int-16168,Glenwood Av N,Penn Av N,July,30,2007
07-252710,Int-15490,Marquette Av S,9th St S,July,30,2007
07-253226,Int-12957,Cedar Av S,40th St E,July,31,2007
07-253777,Int-17597,Washington Av S,2nd Av S,August,1,2007
07-254105,Int-14583,Portland Av S,54th St E,August,1,2007
07-254259,Int-11192,Hennepin Av S,26th St W,August,1,2007
07-255569,Int-16229,Nicollet Mall S,Grant St W,August,2,2007
07-256091,Int-16686,Lowry Av N,Fremont Av N,August,3,2007
07-256389,Int-11379,28th St E,5th Av S,August,3,2007
07-257371,Int-16534,Lake St E,2nd Av S,August,4,2007
07-257483,Int-11761,31st St E,4th Av S,August,4,2007
07-258031,Int-17602,Washington Av S,3rd Av S,August,4,2007
07-261654,Int-16611,Lake St W,Irving Av S,August,7,2007
07-262068,Int-15416,3rd Av S,8th St S,August,7,2007
07-262754,Int-10146,Nicollet Mall S,Alice Rainville Place S,August,8,2007
07-263080,Int-12703,38th St E,Stevens Av S,August,8,2007
07-263085,Int-10294,16th Av NE,California St NE,August,8,2007
07-265286,Int-17347,Saint Anthony Pkwy NE,Stinson Blvd NE,August,10,2007
07-265449,Int-11543,Bryant Av S,29th St W,August,10,2007
